id,mszoning,lotfrontage,lotarea,street,lotshape,landcontour,utilities,lotconfig,landslope,neighborhood,condition1,condition2,bldgtype,housestyle,overallqual,roofstyle,roofmatl,exterior1st,exterior2nd,masvnrtype,masvnrarea,exterqual,foundation,bsmtqual,bsmtcond,bsmtexposure,bsmtfintype1,bsmtfinsf1,bsmtfintype2,bsmtunfsf,totalbsmtsf,heating,heatingqc,centralair,electrical,1stflrsf,2ndflrsf,grlivarea,bsmtfullbath,fullbath,halfbath,bedroomabvgr,kitchenabvgr,kitchenqual,totrmsabvgrd,functional,fireplaces,garagetype,garageyrblt,garagefinish,garagequal,garagecond,paveddrive,wooddecksf,openporchsf,enclosedporch,screenporch,saletype,saleprice,garagesize,houseage
2882,C (all),50.0,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,1.5Fin,5,Gable,CompShg,WdShing,Wd Shng,None,0.0,2.0,CBlock,3.0,3.0,Mn,Unf,0.0,Unf,660.0,660.0,GasA,3.0,N,SBrkr,1060,336,1396,0.0,2,0,4,2,3.0,8,Min2,0,,1978.694099378882,,2.9679089026915113,2.9756728778467907,Y,0,0,0,0,WD ,115000,0.0,69
1379,RL,80.0,13014,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,Gable,CompShg,HdBoard,Plywood,BrkFace,39.0,3.0,CBlock,3.0,3.0,Av,ALQ,528.0,Unf,480.0,1008.0,GasA,3.0,Y,SBrkr,1096,0,1096,1.0,1,0,3,1,3.0,6,Typ,1,Attchd,1978.0,Unf,3.0,3.0,Y,168,0,0,0,WD ,157500,968.0,42
491,RL,68.88300349243306,15896,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,Gilbert,RRNn,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,4.0,PConc,4.0,3.0,No,ALQ,913.0,Unf,264.0,1177.0,GasA,5.0,Y,SBrkr,1223,1089,2312,1.0,2,1,4,1,4.0,8,Typ,1,BuiltIn,1999.0,Fin,3.0,3.0,Y,298,0,0,0,WD ,245000,1974.0,21
1002,RL,41.0,5395,Pave,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,Gable,CompShg,HdBoard,HdBoard,None,0.0,4.0,PConc,4.0,3.0,No,GLQ,733.0,Unf,604.0,1337.0,GasA,4.0,Y,SBrkr,1337,0,1337,1.0,2,0,2,1,4.0,5,Typ,1,Attchd,1993.0,RFn,3.0,3.0,Y,96,0,70,0,WD ,180000,924.0,27
1848,FV,68.88300349243306,5105,Pave,IR2,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,4.0,PConc,4.0,3.0,No,GLQ,239.0,Unf,312.0,551.0,GasA,5.0,Y,SBrkr,551,551,1102,0.0,2,1,2,1,4.0,4,Typ,0,Detchd,2004.0,Unf,3.0,3.0,Y,0,60,0,0,WD ,148800,960.0,16
1455,RL,75.0,9473,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,Gable,CompShg,VinylSd,VinylSd,,98.53754940711462,4.0,PConc,4.0,3.0,No,GLQ,804.0,Unf,324.0,1128.0,GasA,5.0,Y,SBrkr,1128,903,2031,1.0,2,1,3,1,4.0,7,Typ,1,Attchd,2002.0,RFn,3.0,3.0,Y,0,211,0,0,WD ,237000,1154.0,18
908,RL,60.0,8400,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,2,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3.0,CBlock,3.0,2.0,No,Rec,290.0,Unf,0.0,290.0,GasA,3.0,N,FuseF,438,0,438,0.0,1,0,1,1,2.0,3,Typ,0,Detchd,1930.0,Unf,3.0,3.0,N,0,0,0,0,WD ,60000,246.0,100
1490,RL,64.0,12102,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,5,Gable,CompShg,HdBoard,Plywood,BrkFace,222.0,3.0,CBlock,4.0,4.0,4,ALQ,456.0,Unf,0.0,456.0,GasA,5.0,Y,SBrkr,1033,0,1033,0.0,1,0,3,1,3.0,6,Typ,0,BuiltIn,1976.0,RFn,2.0,3.0,Y,224,0,0,0,WD ,165000,1008.0,44
1465,RL,41.0,10905,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,4.0,PConc,4.0,3.0,No,Unf,0.0,Unf,1129.0,1129.0,GasA,5.0,Y,SBrkr,1129,1198,2327,0.0,2,1,4,1,4.0,9,Typ,1,BuiltIn,2003.0,RFn,3.0,3.0,Y,0,57,0,0,WD ,240000,1192.0,17
1627,RL,68.88300349243306,9556,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,Gable,CompShg,HdBoard,HdBoard,BrkFace,52.0,3.0,PConc,4.0,3.0,No,Unf,0.0,Unf,1168.0,1168.0,GasA,4.0,Y,SBrkr,1187,0,1187,0.0,2,0,3,1,4.0,6,Typ,0,Attchd,1992.0,RFn,3.0,3.0,Y,0,21,0,0,WD ,160000,840.0,28
2849,RH,58.0,6430,Pave,Reg,Bnk,AllPub,Corner,Gtl,SWISU,Feedr,Norm,2fmCon,1.5Fin,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3.0,CBlock,3.0,3.0,Av,BLQ,780.0,Unf,0.0,780.0,GasA,3.0,N,FuseF,816,524,1340,1.0,1,0,3,1,3.0,6,Typ,0,Attchd,1945.0,Unf,3.0,3.0,Y,0,0,0,0,WD ,128000,440.0,75
1501,RL,65.0,6040,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,Gable,CompShg,AsbShng,Plywood,None,0.0,3.0,PConc,3.5841285786037167,3.0100452034153693,,,0.0,,0.0,0.0,GasA,3.0,N,FuseP,1152,0,1152,0.0,2,0,2,2,2.0,6,Typ,0,,1978.694099378882,,2.9679089026915113,2.9756728778467907,N,0,0,0,0,WD ,82000,0.0,65
626,RL,80.0,14695,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,Gable,CompShg,MetalSd,MetalSd,BrkFace,210.0,3.0,CBlock,3.0,3.0,No,ALQ,1387.0,Unf,175.0,1562.0,GasA,4.0,Y,SBrkr,1567,0,1567,1.0,2,0,2,1,4.0,5,Typ,2,Attchd,1966.0,Unf,3.0,3.0,Y,0,110,0,342,WD ,256000,1084.0,54
722,RM,50.0,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,7,Hip,CompShg,VinylSd,VinylSd,None,0.0,3.0,PConc,3.0,3.0,No,ALQ,624.0,Unf,26.0,650.0,GasA,5.0,Y,SBrkr,832,650,1482,0.0,1,0,3,1,3.0,7,Typ,0,Detchd,1930.0,Unf,3.0,3.0,Y,0,0,0,0,WD ,143000,648.0,100
2260,RL,67.0,8368,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,4.0,PConc,4.0,3.0,No,Unf,0.0,Unf,1689.0,1689.0,GasA,5.0,Y,SBrkr,1689,0,1689,0.0,2,0,3,1,4.0,7,Typ,0,Attchd,2007.0,Fin,3.0,3.0,Y,100,39,0,0,New,231713,866.0,14
1639,RL,195.0,41600,Pave,IR1,Lvl,AllPub,FR2,Gtl,Gilbert,Norm,Norm,2fmCon,1Story,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,3.0,CBlock,4.0,3.0,4,ALQ,1047.0,Unf,53.0,1100.0,GasW,3.0,Y,SBrkr,1424,0,1424,1.0,1,1,3,1,3.0,7,Mod,0,2Types,1969.0,Unf,3.0,3.0,N,144,0,0,0,WD ,155000,2484.0,51
1603,RL,59.0,6490,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3.0,CBlock,3.0,3.0,No,GLQ,534.0,Unf,282.0,816.0,GasA,5.0,Y,SBrkr,816,0,816,0.0,1,0,2,1,3.0,4,Typ,0,Attchd,1983.0,Unf,3.0,3.0,Y,315,0,0,0,WD ,128500,264.0,37
1520,RL,60.0,7290,Pave,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,1Story,7,Gable,CompShg,WdShing,Wd Shng,BrkFace,174.0,3.0,BrkTil,3.0,3.0,No,Unf,0.0,Unf,1228.0,1228.0,GasA,5.0,Y,SBrkr,1424,0,1424,0.0,2,0,2,1,3.0,7,Typ,1,Attchd,1921.0,Unf,3.0,3.0,Y,0,0,90,0,WD ,168000,312.0,99
1665,RL,68.88300349243306,7472,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,Gable,CompShg,HdBoard,HdBoard,BrkFace,138.0,3.0,CBlock,3.0,3.0,No,ALQ,626.0,Unf,99.0,725.0,GasA,4.0,Y,SBrkr,725,754,1479,1.0,1,1,4,1,4.0,7,Typ,0,Attchd,1972.0,Fin,3.0,3.0,Y,0,32,0,0,WD ,184000,968.0,48
2635,RL,70.0,7000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,2fmCon,SFoyer,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,3.0,CBlock,3.0,3.0,Av,ALQ,953.0,Unf,72.0,1025.0,GasA,3.0,Y,SBrkr,1025,0,1025,1.0,1,0,3,1,3.0,6,Typ,0,,1978.694099378882,,2.9679089026915113,2.9756728778467907,Y,96,80,0,0,WD ,124000,0.0,58
581,RL,68.88300349243306,11717,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,1Story,6,Hip,CompShg,HdBoard,HdBoard,BrkFace,571.0,3.0,CBlock,3.0,3.0,No,Unf,0.0,Unf,1442.0,1442.0,GasA,3.0,Y,SBrkr,1442,0,1442,0.0,2,0,2,1,3.0,6,Typ,1,Attchd,1970.0,RFn,3.0,3.0,Y,371,0,0,0,WD ,185000,1230.0,50
2435,RL,106.0,11194,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,4.0,PConc,4.0,3.0,No,Unf,0.0,Unf,1406.0,1406.0,GasA,5.0,Y,SBrkr,1454,482,1936,0.0,2,1,3,1,4.0,7,Typ,1,Attchd,2000.0,RFn,3.0,3.0,Y,188,124,0,0,WD ,230500,1008.0,20
2799,RL,90.0,11250,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,227.0,3.0,PConc,4.0,3.0,Mn,ALQ,796.0,Unf,258.0,1054.0,GasA,5.0,Y,SBrkr,1070,869,1939,0.0,2,1,3,1,4.0,8,Typ,1,Attchd,1998.0,RFn,3.0,3.0,Y,128,84,0,0,WD ,227000,1665.0,22
883,RL,64.0,8633,Pave,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,4.0,PConc,4.0,3.0,No,GLQ,193.0,Unf,545.0,738.0,GasA,5.0,Y,SBrkr,738,738,1476,1.0,2,1,3,1,4.0,7,Typ,0,Attchd,2005.0,Fin,3.0,3.0,Y,100,35,0,0,WD ,173500,1080.0,15
2537,RL,70.0,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,SFoyer,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,3.0,CBlock,4.0,3.0,4,GLQ,744.0,Unf,89.0,833.0,GasA,4.0,Y,SBrkr,898,0,898,1.0,1,0,3,1,3.0,6,Typ,0,Attchd,1968.0,RFn,3.0,3.0,Y,143,0,0,0,WD ,140000,326.0,52
1120,RL,87.0,10037,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,Hip,CompShg,VinylSd,VinylSd,,98.53754940711462,4.0,PConc,5.0,3.0,No,GLQ,666.0,Unf,794.0,1460.0,GasA,5.0,Y,SBrkr,1460,0,1460,0.0,2,0,3,1,4.0,6,Typ,1,Attchd,2006.0,Fin,3.0,3.0,Y,0,20,0,0,WD ,247000,960.0,14
774,RL,68.88300349243306,8014,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,6,Gable,CompShg,Plywood,HdBoard,BrkFace,23.0,3.0,CBlock,4.0,3.0,4,GLQ,456.0,Unf,0.0,456.0,GasA,3.0,Y,SBrkr,1034,0,1034,0.0,1,0,3,1,3.0,5,Typ,1,Basment,1978.0,Fin,3.0,3.0,Y,0,0,0,0,WD ,149900,1008.0,42
1447,RL,68.88300349243306,12250,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,180.0,3.0,CBlock,4.0,3.0,Mn,ALQ,781.0,Unf,83.0,864.0,GasA,5.0,Y,SBrkr,1174,0,1174,1.0,1,0,3,1,3.0,5,Typ,0,Attchd,1978.0,Unf,3.0,3.0,Y,211,0,280,0,WD ,158000,1056.0,42
104,FV,68.88300349243306,2403,Pave,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,4.0,PConc,4.0,3.0,No,GLQ,244.0,Unf,286.0,530.0,GasA,5.0,Y,SBrkr,530,550,1080,0.0,2,1,2,1,4.0,4,Typ,0,Attchd,2003.0,RFn,3.0,3.0,Y,0,50,0,0,WD ,147110,992.0,17
2694,RM,50.0,8600,Pave,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,3.0,BrkTil,3.0,3.0,No,Unf,0.0,Unf,780.0,780.0,GasA,3.0,Y,SBrkr,780,596,1376,0.0,2,0,3,1,3.0,7,Typ,1,Detchd,1937.0,Unf,3.0,3.0,N,0,0,0,0,WD ,119500,198.0,83
920,RL,60.0,13680,Pave,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3.0,CBlock,3.0,3.0,No,ALQ,728.0,Unf,112.0,840.0,GasA,5.0,Y,SBrkr,840,727,1567,1.0,1,1,2,1,3.0,6,Min2,2,Detchd,1961.0,Unf,3.0,3.0,Y,0,21,150,0,WD ,205000,880.0,80
1951,RL,60.0,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,Gable,CompShg,Wd Sdng,HdBoard,None,0.0,3.0,CBlock,4.0,3.0,Av,Unf,0.0,Unf,736.0,736.0,GasA,5.0,Y,SBrkr,751,783,1534,0.0,1,1,3,1,4.0,6,Typ,0,,1978.694099378882,,2.9679089026915113,2.9756728778467907,N,0,112,0,0,WD ,148000,0.0,125
9,RL,39.0,5389,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,Gable,CompShg,CemntBd,CmentBd,None,0.0,4.0,PConc,4.0,3.0,No,GLQ,1180.0,Unf,415.0,1595.0,GasA,5.0,Y,SBrkr,1616,0,1616,1.0,2,0,2,1,4.0,5,Typ,1,Attchd,1995.0,RFn,3.0,3.0,Y,237,152,0,0,WD ,236500,1216.0,25
2848,RL,60.0,10890,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,3.0,BrkTil,2.0,3.0,No,LwQ,930.0,Unf,128.0,1058.0,GasA,3.0,Y,SBrkr,1058,493,1551,1.0,2,0,3,1,2.0,6,Typ,0,Detchd,1938.0,Unf,2.0,3.0,Y,0,0,0,0,WD ,137000,240.0,82
614,RL,68.0,9768,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3.0,CBlock,3.0,3.0,No,Rec,100.0,ALQ,613.0,960.0,GasA,4.0,Y,SBrkr,960,0,960,1.0,1,0,2,1,3.0,5,Typ,0,Attchd,1955.0,RFn,3.0,3.0,Y,0,70,0,0,WD ,122000,330.0,65
1736,RL,73.0,8993,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,4.0,PConc,4.0,3.0,Av,Unf,0.0,Unf,1302.0,1302.0,GasA,5.0,Y,SBrkr,1302,0,1302,0.0,2,0,3,1,4.0,6,Typ,0,Attchd,2007.0,Fin,3.0,3.0,Y,0,22,0,0,New,176485,872.0,13
2686,RL,50.0,11672,Pave,IR2,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,3.0,BrkTil,3.0,3.0,No,Unf,0.0,Unf,816.0,816.0,GasA,3.0,Y,FuseA,816,0,816,0.0,1,0,2,1,3.0,4,Typ,0,Detchd,1925.0,Unf,2.0,2.0,N,168,0,112,0,WD ,109000,210.0,95
2257,RM,68.88300349243306,9763,Pave,IR1,Lvl,AllPub,Inside,Gtl,GrnHill,Norm,Norm,TwnhsE,1Story,7,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,239.0,4.0,PConc,4.0,3.0,No,GLQ,1102.0,ALQ,328.0,1502.0,GasA,5.0,Y,SBrkr,1502,0,1502,1.0,1,1,1,1,4.0,5,Typ,1,Attchd,1998.0,Fin,3.0,3.0,Y,0,0,0,0,WD ,330000,286.0,22
1284,RM,56.0,9836,Pave,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,3.0,PConc,3.0,3.0,No,GLQ,96.0,Unf,96.0,192.0,GasA,4.0,N,SBrkr,1133,0,1133,1.0,1,0,3,1,3.0,7,Typ,0,Detchd,2008.0,Unf,3.0,3.0,Y,0,175,0,0,WD ,143000,308.0,12
1765,RL,89.0,10557,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,Gable,CompShg,MetalSd,MetalSd,BrkFace,422.0,4.0,PConc,5.0,3.0,4,GLQ,672.0,Unf,736.0,1408.0,GasA,5.0,Y,SBrkr,1671,1407,3078,1.0,2,1,4,1,4.0,9,Typ,1,Attchd,1998.0,Fin,3.0,3.0,Y,108,87,0,0,WD ,410000,2418.0,22
1811,RL,70.0,8462,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,105.0,4.0,PConc,4.0,4.0,No,GLQ,814.0,Unf,114.0,928.0,GasA,5.0,Y,SBrkr,936,785,1721,0.0,2,1,3,1,4.0,7,Typ,0,Attchd,1994.0,RFn,3.0,3.0,Y,300,87,0,0,WD ,201000,942.0,26
2603,RL,60.0,10818,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,Gable,CompShg,VinylSd,VinylSd,None,0.0,3.0,BrkTil,2.0,3.0,No,Unf,0.0,Unf,1077.0,1077.0,GasA,3.0,Y,FuseA,981,779,1760,0.0,1,1,4,1,3.0,7,Typ,1,Detchd,1935.0,Unf,2.0,3.0,Y,120,0,96,0,COD,80000,1296.0,110
2220,RL,61.0,7259,Pave,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,6,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,3.0,CBlock,3.0,3.0,No,ALQ,774.0,LwQ,104.0,1028.0,GasA,5.0,Y,SBrkr,1436,884,2320,1.0,2,1,3,1,4.0,9,Typ,1,Detchd,1945.0,Unf,3.0,3.0,Y,224,0,0,0,WD ,259500,180.0,75
2273,RL,68.88300349243306,11800,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,94.0,4.0,PConc,4.0,3.0,4,GLQ,766.0,Unf,356.0,1122.0,GasA,5.0,Y,SBrkr,1146,1340,2486,1.0,3,1,5,1,4.0,10,Typ,1,BuiltIn,2003.0,Fin,3.0,3.0,Y,143,32,0,0,WD ,279900,904.0,17
163,RL,75.0,7500,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,Hip,CompShg,BrkFace,BrkFace,None,0.0,3.0,CBlock,3.0,3.0,No,LwQ,340.0,Rec,0.0,1246.0,GasA,5.0,Y,SBrkr,1246,0,1246,1.0,1,1,3,1,4.0,6,Typ,0,Attchd,1959.0,RFn,3.0,3.0,Y,218,0,0,0,WD ,154000,305.0,61
2734,RL,62.0,6488,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3.0,BrkTil,3.0,3.0,No,LwQ,230.0,Unf,569.0,799.0,GasA,5.0,N,FuseA,799,351,1150,0.0,1,0,3,1,3.0,6,Mod,2,BuiltIn,1942.0,Unf,3.0,3.0,Y,264,0,0,0,WD ,128000,215.0,78
426,RL,110.0,14230,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,Gable,CompShg,VinylSd,VinylSd,Stone,640.0,4.0,PConc,4.0,3.0,No,Unf,0.0,Unf,1566.0,1566.0,GasA,5.0,Y,SBrkr,1600,0,1600,0.0,2,0,3,1,4.0,7,Typ,1,Attchd,2007.0,RFn,3.0,3.0,Y,0,56,0,0,WD ,256300,2670.0,13
2216,RL,110.0,7810,Pave,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,4,Gable,CompShg,AsbShng,CmentBd,None,0.0,3.0,BrkTil,3.0,4.0,No,GLQ,189.0,Unf,741.0,930.0,GasA,5.0,Y,SBrkr,1230,525,1755,0.0,2,0,4,1,4.0,7,Typ,1,Detchd,1930.0,Unf,2.0,3.0,Y,0,40,0,0,WD ,188000,231.0,90
2900,RL,85.0,14331,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,Hip,CompShg,VinylSd,VinylSd,BrkFace,630.0,4.0,PConc,5.0,3.0,4,GLQ,1274.0,Unf,526.0,1800.0,GasA,5.0,Y,SBrkr,1800,0,1800,1.0,2,0,3,1,4.0,7,Typ,1,Attchd,2002.0,Fin,3.0,3.0,Y,270,78,0,0,WD ,312500,2295.0,18
97,FV,30.0,3182,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,4.0,PConc,4.0,3.0,No,Unf,0.0,Unf,600.0,600.0,GasA,5.0,Y,SBrkr,600,600,1200,0.0,2,1,2,1,4.0,4,Typ,0,Detchd,2004.0,RFn,3.0,3.0,Y,0,172,0,0,WD ,151000,960.0,16
1680,RM,24.0,1920,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,376.0,3.0,CBlock,3.0,3.0,No,ALQ,471.0,Unf,294.0,765.0,GasA,5.0,Y,SBrkr,765,600,1365,1.0,1,1,2,1,3.0,6,Min1,0,Detchd,1971.0,Unf,3.0,3.0,Y,240,36,0,0,WD ,122500,880.0,49
1133,RL,68.0,10110,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,4.0,PConc,4.0,3.0,Mn,GLQ,80.0,ALQ,200.0,835.0,GasA,5.0,Y,SBrkr,835,861,1696,1.0,2,1,3,1,4.0,7,Typ,0,Attchd,2003.0,RFn,3.0,3.0,Y,143,66,0,0,WD ,188000,1084.0,17
2761,RL,91.0,10984,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,4.0,PConc,4.0,3.0,4,Unf,0.0,Unf,945.0,945.0,GasA,5.0,Y,SBrkr,945,864,1809,0.0,2,1,3,1,4.0,8,Typ,0,Attchd,2005.0,RFn,3.0,3.0,Y,144,54,0,0,New,209700,1276.0,15
1642,RL,85.0,14082,Pave,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,Hip,CompShg,VinylSd,VinylSd,BrkFace,945.0,4.0,PConc,5.0,4.0,4,GLQ,1558.0,Unf,662.0,2220.0,GasA,5.0,Y,SBrkr,2234,0,2234,1.0,1,1,1,1,4.0,7,Typ,1,Attchd,2006.0,RFn,3.0,3.0,Y,390,80,0,0,WD ,441929,1448.0,14
1141,RL,50.0,8480,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,120.0,4.0,PConc,4.0,3.0,No,GLQ,602.0,Unf,284.0,886.0,GasA,5.0,Y,SBrkr,886,794,1680,0.0,2,1,3,1,4.0,7,Typ,0,Attchd,1993.0,RFn,3.0,3.0,Y,144,96,0,0,WD ,163000,948.0,27
2118,RL,68.88300349243306,12205,Pave,IR1,Low,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,157.0,3.0,CBlock,3.0,2.0,4,LwQ,568.0,Unf,264.0,832.0,GasA,4.0,Y,SBrkr,976,1111,2087,0.0,2,1,5,1,4.0,9,Typ,0,Attchd,1966.0,Fin,3.0,3.0,Y,133,168,0,0,WD ,187500,888.0,54
870,RL,90.0,15750,Pave,Reg,Lvl,AllPub,FR3,Gtl,CollgCr,Feedr,Norm,1Fam,1Story,8,Gable,CompShg,VinylSd,VinylSd,BrkFace,260.0,4.0,PConc,4.0,3.0,4,GLQ,1246.0,Unf,216.0,1462.0,GasA,5.0,Y,SBrkr,1513,0,1513,1.0,2,0,2,1,4.0,5,Typ,1,Attchd,1999.0,Fin,3.0,3.0,Y,135,34,0,0,WD ,220000,1042.0,21
1875,RL,70.0,8050,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,3.0,CBlock,3.0,3.0,No,ALQ,474.0,BLQ,437.0,949.0,GasA,3.0,Y,SBrkr,1107,0,1107,1.0,1,0,3,1,4.0,5,Typ,0,Attchd,1967.0,RFn,3.0,3.0,Y,88,64,0,0,WD ,127000,308.0,53
155,RL,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3.0,Slab,3.5841285786037167,3.0100452034153693,,,0.0,,0.0,0.0,GasA,5.0,Y,SBrkr,827,0,827,0.0,1,0,2,1,3.0,5,Mod,1,Detchd,1967.0,Unf,3.0,3.0,Y,0,0,0,0,WD ,107500,392.0,65
